home_team,away_team,home_goals,away_goals,result,season
Arsenal,Brighton and Hove Albion,2,0,H,2017-2018
Everton,Burnley,0,1,A,2017-2018
Newcastle United,Liverpool,1,1,D,2017-2018
Liverpool,Manchester United,0,0,D,2017-2018
Burnley,West Ham United,1,1,D,2017-2018
Crystal Palace,Chelsea,2,1,H,2017-2018
Manchester City,Stoke City,7,2,H,2017-2018
Swansea City,Huddersfield Town,2,0,H,2017-2018
Tottenham Hotspur,AFC Bournemouth,1,0,H,2017-2018
Watford,Arsenal,2,1,H,2017-2018
Brighton and Hove Albion,Everton,1,1,D,2017-2018
Southampton,Newcastle United,2,2,D,2017-2018
Leicester City,West Bromwich Albion,1,1,D,2017-2018
West Ham United,Brighton and Hove Albion,0,3,A,2017-2018
Chelsea,Watford,4,2,H,2017-2018
Huddersfield Town,Manchester United,2,1,H,2017-2018
Manchester City,Burnley,3,0,H,2017-2018
Newcastle United,Crystal Palace,1,0,H,2017-2018
Stoke City,AFC Bournemouth,1,2,A,2017-2018
Swansea City,Leicester City,1,2,A,2017-2018
Southampton,West Bromwich Albion,1,0,H,2017-2018
Everton,Arsenal,2,5,A,2017-2018
Tottenham Hotspur,Liverpool,4,1,H,2017-2018
Manchester United,Tottenham Hotspur,1,0,H,2017-2018
Arsenal,Swansea City,2,1,H,2017-2018
Crystal Palace,West Ham United,2,2,D,2017-2018
Liverpool,Huddersfield Town,3,0,H,2017-2018
Watford,Stoke City,0,1,A,2017-2018
West Bromwich Albion,Manchester City,2,3,A,2017-2018
AFC Bournemouth,Chelsea,0,1,A,2017-2018
Brighton and Hove Albion,Southampton,1,1,D,2017-2018
Leicester City,Everton,2,0,H,2017-2018
Burnley,Newcastle United,1,0,H,2017-2018
Stoke City,Leicester City,2,2,D,2017-2018
Huddersfield Town,West Bromwich Albion,1,0,H,2017-2018
Newcastle United,AFC Bournemouth,0,1,A,2017-2018
Southampton,Burnley,0,1,A,2017-2018
Swansea City,Brighton and Hove Albion,0,1,A,2017-2018
West Ham United,Liverpool,1,4,A,2017-2018
Tottenham Hotspur,Crystal Palace,1,0,H,2017-2018
Manchester City,Arsenal,3,1,H,2017-2018
Chelsea,Manchester United,1,0,H,2017-2018
Everton,Watford,3,2,H,2017-2018
Arsenal,Tottenham Hotspur,2,0,H,2017-2018
AFC Bournemouth,Huddersfield Town,4,0,H,2017-2018
Burnley,Swansea City,2,0,H,2017-2018
Crystal Palace,Everton,2,2,D,2017-2018
Leicester City,Manchester City,0,2,A,2017-2018
Liverpool,Southampton,3,0,H,2017-2018
West Bromwich Albion,Chelsea,0,4,A,2017-2018
Manchester United,Newcastle United,4,1,H,2017-2018
Watford,West Ham United,2,0,H,2017-2018
Brighton and Hove Albion,Stoke City,2,2,D,2017-2018
West Ham United,Leicester City,1,1,D,2017-2018
Crystal Palace,Stoke City,2,1,H,2017-2018
Manchester United,Brighton and Hove Albion,1,0,H,2017-2018
Newcastle United,Watford,0,3,A,2017-2018
Swansea City,AFC Bournemouth,0,0,D,2017-2018
Tottenham Hotspur,West Bromwich Albion,1,1,D,2017-2018
Liverpool,Chelsea,1,1,D,2017-2018
Southampton,Everton,4,1,H,2017-2018
Burnley,Arsenal,0,1,A,2017-2018
Huddersfield Town,Manchester City,1,2,A,2017-2018
Brighton and Hove Albion,Crystal Palace,0,0,D,2017-2018
Leicester City,Tottenham Hotspur,2,1,H,2017-2018
Watford,Manchester United,2,4,A,2017-2018
West Bromwich Albion,Newcastle United,2,2,D,2017-2018
Arsenal,Huddersfield Town,5,0,H,2017-2018
AFC Bournemouth,Burnley,1,2,A,2017-2018
Chelsea,Swansea City,1,0,H,2017-2018
Everton,West Ham United,4,0,H,2017-2018
Manchester City,Southampton,2,1,H,2017-2018
Stoke City,Liverpool,0,3,A,2017-2018
Chelsea,Newcastle United,3,1,H,2017-2018
Brighton and Hove Albion,Liverpool,1,5,A,2017-2018
Everton,Huddersfield Town,2,0,H,2017-2018
Leicester City,Burnley,1,0,H,2017-2018
Stoke City,Swansea City,2,1,H,2017-2018
Watford,Tottenham Hotspur,1,1,D,2017-2018
West Bromwich Albion,Crystal Palace,0,0,D,2017-2018
Arsenal,Manchester United,1,3,A,2017-2018
AFC Bournemouth,Southampton,1,1,D,2017-2018
Manchester City,West Ham United,2,1,H,2017-2018
West Ham United,Chelsea,1,0,H,2017-2018
Burnley,Watford,1,0,H,2017-2018
Crystal Palace,AFC Bournemouth,2,2,D,2017-2018
Huddersfield Town,Brighton and Hove Albion,2,0,H,2017-2018
Swansea City,West Bromwich Albion,1,0,H,2017-2018
Tottenham Hotspur,Stoke City,5,1,H,2017-2018
Newcastle United,Leicester City,2,3,A,2017-2018
Southampton,Arsenal,1,1,D,2017-2018
Liverpool,Everton,1,1,D,2017-2018
Manchester United,Manchester City,1,2,A,2017-2018
Burnley,Stoke City,1,0,H,2017-2018
Crystal Palace,Watford,2,1,H,2017-2018
Huddersfield Town,Chelsea,1,3,A,2017-2018
Newcastle United,Everton,0,1,A,2017-2018
Southampton,Leicester City,1,4,A,2017-2018
Swansea City,Manchester City,0,4,A,2017-2018
Liverpool,West Bromwich Albion,0,0,D,2017-2018
Manchester United,AFC Bournemouth,1,0,H,2017-2018
Tottenham Hotspur,Brighton and Hove Albion,2,0,H,2017-2018
West Ham United,Arsenal,0,0,D,2017-2018
Leicester City,Crystal Palace,0,3,A,2017-2018
Arsenal,Newcastle United,1,0,H,2017-2018
Brighton and Hove Albion,Burnley,0,0,D,2017-2018
Chelsea,Southampton,1,0,H,2017-2018
Watford,Huddersfield Town,1,4,A,2017-2018
Stoke City,West Ham United,0,3,A,2017-2018
Manchester City,Tottenham Hotspur,4,1,H,2017-2018
West Bromwich Albion,Manchester United,1,2,A,2017-2018
AFC Bournemouth,Liverpool,0,4,A,2017-2018
Everton,Swansea City,3,1,H,2017-2018
Arsenal,Liverpool,3,3,D,2017-2018
Everton,Chelsea,0,0,D,2017-2018
Brighton and Hove Albion,Watford,1,0,H,2017-2018
Manchester City,AFC Bournemouth,4,0,H,2017-2018
Southampton,Huddersfield Town,1,1,D,2017-2018
Stoke City,West Bromwich Albion,3,1,H,2017-2018
Swansea City,Crystal Palace,1,1,D,2017-2018
West Ham United,Newcastle United,2,3,A,2017-2018
Burnley,Tottenham Hotspur,0,3,A,2017-2018
Leicester City,Manchester United,2,2,D,2017-2018
Tottenham Hotspur,Southampton,5,2,H,2017-2018
AFC Bournemouth,West Ham United,3,3,D,2017-2018
Chelsea,Brighton and Hove Albion,2,0,H,2017-2018
Huddersfield Town,Stoke City,1,1,D,2017-2018
Manchester United,Burnley,2,2,D,2017-2018
Watford,Leicester City,2,1,H,2017-2018
West Bromwich Albion,Everton,0,0,D,2017-2018
Liverpool,Swansea City,5,0,H,2017-2018
Newcastle United,Manchester City,0,1,A,2017-2018
Crystal Palace,Arsenal,2,3,A,2017-2018
AFC Bournemouth,Everton,2,1,H,2017-2018
Chelsea,Stoke City,5,0,H,2017-2018
Huddersfield Town,Burnley,0,0,D,2017-2018
Liverpool,Leicester City,2,1,H,2017-2018
Newcastle United,Brighton and Hove Albion,0,0,D,2017-2018
Watford,Swansea City,1,2,A,2017-2018
Manchester United,Southampton,0,0,D,2017-2018
Crystal Palace,Manchester City,0,0,D,2017-2018
West Bromwich Albion,Arsenal,1,1,D,2017-2018
Brighton and Hove Albion,AFC Bournemouth,2,2,D,2017-2018
Burnley,Liverpool,1,2,A,2017-2018
Leicester City,Huddersfield Town,3,0,H,2017-2018
Stoke City,Newcastle United,0,1,A,2017-2018
Everton,Manchester United,0,2,A,2017-2018
Southampton,Crystal Palace,1,2,A,2017-2018
Swansea City,Tottenham Hotspur,0,2,A,2017-2018
West Ham United,West Bromwich Albion,2,1,H,2017-2018
Manchester City,Watford,3,1,H,2017-2018
Arsenal,Chelsea,2,2,D,2017-2018
Tottenham Hotspur,West Ham United,1,1,D,2017-2018
Chelsea,Leicester City,0,0,D,2017-2018
Crystal Palace,Burnley,1,0,H,2017-2018
Huddersfield Town,West Ham United,1,4,A,2017-2018
Newcastle United,Swansea City,1,1,D,2017-2018
Watford,Southampton,2,2,D,2017-2018
West Bromwich Albion,Brighton and Hove Albion,2,0,H,2017-2018
Tottenham Hotspur,Everton,4,0,H,2017-2018
AFC Bournemouth,Arsenal,2,1,H,2017-2018
Liverpool,Manchester City,4,3,H,2017-2018
Manchester United,Stoke City,3,0,H,2017-2018
Brighton and Hove Albion,Chelsea,0,4,A,2017-2018
Arsenal,Crystal Palace,4,1,H,2017-2018
Burnley,Manchester United,0,1,A,2017-2018
Everton,West Bromwich Albion,1,1,D,2017-2018
Leicester City,Watford,2,0,H,2017-2018
Stoke City,Huddersfield Town,2,0,H,2017-2018
West Ham United,AFC Bournemouth,1,1,D,2017-2018
Manchester City,Newcastle United,3,1,H,2017-2018
Southampton,Tottenham Hotspur,1,1,D,2017-2018
Swansea City,Liverpool,1,0,H,2017-2018
Swansea City,Arsenal,3,1,H,2017-2018
West Ham United,Crystal Palace,1,1,D,2017-2018
Huddersfield Town,Liverpool,0,3,A,2017-2018
Chelsea,AFC Bournemouth,0,3,A,2017-2018
Everton,Leicester City,2,1,H,2017-2018
Newcastle United,Burnley,1,1,D,2017-2018
Southampton,Brighton and Hove Albion,1,1,D,2017-2018
Manchester City,West Bromwich Albion,3,0,H,2017-2018
Stoke City,Watford,0,0,D,2017-2018
Tottenham Hotspur,Manchester United,2,0,H,2017-2018
Burnley,Manchester City,1,1,D,2017-2018
AFC Bournemouth,Stoke City,2,1,H,2017-2018
Brighton and Hove Albion,West Ham United,3,1,H,2017-2018
Leicester City,Swansea City,1,1,D,2017-2018
Manchester United,Huddersfield Town,2,0,H,2017-2018
West Bromwich Albion,Southampton,2,3,A,2017-2018
Arsenal,Everton,5,1,H,2017-2018
Crystal Palace,Newcastle United,1,1,D,2017-2018
Liverpool,Tottenham Hotspur,2,2,D,2017-2018
Watford,Chelsea,4,1,H,2017-2018
Tottenham Hotspur,Arsenal,1,0,H,2017-2018
Everton,Crystal Palace,3,1,H,2017-2018
Stoke City,Brighton and Hove Albion,1,1,D,2017-2018
Swansea City,Burnley,1,0,H,2017-2018
West Ham United,Watford,2,0,H,2017-2018
Manchester City,Leicester City,5,1,H,2017-2018
Huddersfield Town,AFC Bournemouth,4,1,H,2017-2018
Newcastle United,Manchester United,1,0,H,2017-2018
Southampton,Liverpool,0,2,A,2017-2018
Chelsea,West Bromwich Albion,3,0,H,2017-2018
Leicester City,Stoke City,1,1,D,2017-2018
AFC Bournemouth,Newcastle United,2,2,D,2017-2018
Brighton and Hove Albion,Swansea City,4,1,H,2017-2018
Burnley,Southampton,1,1,D,2017-2018
Liverpool,West Ham United,4,1,H,2017-2018
West Bromwich Albion,Huddersfield Town,1,2,A,2017-2018
Watford,Everton,1,0,H,2017-2018
Crystal Palace,Tottenham Hotspur,0,1,A,2017-2018
Manchester United,Chelsea,2,1,H,2017-2018
Arsenal,Manchester City,0,3,A,2017-2018
Burnley,Everton,2,1,H,2017-2018
Leicester City,AFC Bournemouth,1,1,D,2017-2018
Southampton,Stoke City,0,0,D,2017-2018
Swansea City,West Ham United,4,1,H,2017-2018
Tottenham Hotspur,Huddersfield Town,2,0,H,2017-2018
Watford,West Bromwich Albion,1,0,H,2017-2018
Liverpool,Newcastle United,2,0,H,2017-2018
Brighton and Hove Albion,Arsenal,2,1,H,2017-2018
Manchester City,Chelsea,1,0,H,2017-2018
Crystal Palace,Manchester United,2,3,A,2017-2018
Manchester United,Liverpool,2,1,H,2017-2018
Everton,Brighton and Hove Albion,2,0,H,2017-2018
Huddersfield Town,Swansea City,0,0,D,2017-2018
Newcastle United,Southampton,3,0,H,2017-2018
West Bromwich Albion,Leicester City,1,4,A,2017-2018
West Ham United,Burnley,0,3,A,2017-2018
Chelsea,Crystal Palace,2,1,H,2017-2018
Arsenal,Watford,3,0,H,2017-2018
AFC Bournemouth,Tottenham Hotspur,1,4,A,2017-2018
Stoke City,Manchester City,0,2,A,2017-2018
AFC Bournemouth,West Bromwich Albion,2,1,H,2017-2018
Huddersfield Town,Crystal Palace,0,2,A,2017-2018
Stoke City,Everton,1,2,A,2017-2018
Liverpool,Watford,5,0,H,2017-2018
Crystal Palace,Liverpool,1,2,A,2017-2018
Brighton and Hove Albion,Leicester City,0,2,A,2017-2018
Manchester United,Swansea City,2,0,H,2017-2018
Newcastle United,Huddersfield Town,1,0,H,2017-2018
Watford,AFC Bournemouth,2,2,D,2017-2018
West Bromwich Albion,Burnley,1,2,A,2017-2018
West Ham United,Southampton,3,0,H,2017-2018
Everton,Manchester City,1,3,A,2017-2018
Arsenal,Stoke City,3,0,H,2017-2018
Chelsea,Tottenham Hotspur,1,3,A,2017-2018
Everton,Liverpool,0,0,D,2017-2018
AFC Bournemouth,Crystal Palace,2,2,D,2017-2018
Brighton and Hove Albion,Huddersfield Town,1,1,D,2017-2018
Leicester City,Newcastle United,1,2,A,2017-2018
Stoke City,Tottenham Hotspur,1,2,A,2017-2018
Watford,Burnley,1,2,A,2017-2018
West Bromwich Albion,Swansea City,1,1,D,2017-2018
Manchester City,Manchester United,2,3,A,2017-2018
Arsenal,Southampton,3,2,H,2017-2018
Chelsea,West Ham United,1,1,D,2017-2018
Southampton,Chelsea,2,3,A,2017-2018
Burnley,Leicester City,2,1,H,2017-2018
Crystal Palace,Brighton and Hove Albion,3,2,H,2017-2018
Huddersfield Town,Watford,1,0,H,2017-2018
Swansea City,Everton,1,1,D,2017-2018
Liverpool,AFC Bournemouth,3,0,H,2017-2018
Tottenham Hotspur,Manchester City,1,3,A,2017-2018
Newcastle United,Arsenal,2,1,H,2017-2018
Manchester United,West Bromwich Albion,0,1,A,2017-2018
West Ham United,Stoke City,1,1,D,2017-2018
Brighton and Hove Albion,Tottenham Hotspur,1,1,D,2017-2018
AFC Bournemouth,Manchester United,0,2,A,2017-2018
Burnley,Chelsea,1,2,A,2017-2018
Leicester City,Southampton,0,0,D,2017-2018
West Bromwich Albion,Liverpool,2,2,D,2017-2018
Watford,Crystal Palace,0,0,D,2017-2018
Arsenal,West Ham United,4,1,H,2017-2018
Stoke City,Burnley,1,1,D,2017-2018
Manchester City,Swansea City,5,0,H,2017-2018
Everton,Newcastle United,1,0,H,2017-2018
Liverpool,Stoke City,0,0,D,2017-2018
Burnley,Brighton and Hove Albion,0,0,D,2017-2018
Crystal Palace,Leicester City,5,0,H,2017-2018
Huddersfield Town,Everton,0,2,A,2017-2018
Newcastle United,West Bromwich Albion,0,1,A,2017-2018
Southampton,AFC Bournemouth,2,1,H,2017-2018
Swansea City,Chelsea,0,1,A,2017-2018
West Ham United,Manchester City,1,4,A,2017-2018
Manchester United,Arsenal,2,1,H,2017-2018
Tottenham Hotspur,Watford,2,0,H,2017-2018
Brighton and Hove Albion,Manchester United,1,0,H,2017-2018
Stoke City,Crystal Palace,1,2,A,2017-2018
AFC Bournemouth,Swansea City,1,0,H,2017-2018
Leicester City,West Ham United,0,2,A,2017-2018
Watford,Newcastle United,2,1,H,2017-2018
West Bromwich Albion,Tottenham Hotspur,1,0,H,2017-2018
Everton,Southampton,1,1,D,2017-2018
Manchester City,Huddersfield Town,0,0,D,2017-2018
Arsenal,Burnley,5,0,H,2017-2018
Chelsea,Liverpool,1,0,H,2017-2018
Swansea City,Southampton,0,1,A,2017-2018
Chelsea,Huddersfield Town,1,1,D,2017-2018
Leicester City,Arsenal,3,1,H,2017-2018
Manchester City,Brighton and Hove Albion,3,1,H,2017-2018
Tottenham Hotspur,Newcastle United,1,0,H,2017-2018
West Ham United,Manchester United,0,0,D,2017-2018
Burnley,AFC Bournemouth,1,2,A,2017-2018
Crystal Palace,West Bromwich Albion,2,0,H,2017-2018
Huddersfield Town,Arsenal,0,1,A,2017-2018
Liverpool,Brighton and Hove Albion,4,0,H,2017-2018
Manchester United,Watford,1,0,H,2017-2018
Newcastle United,Chelsea,3,0,H,2017-2018
Southampton,Manchester City,0,1,A,2017-2018
Swansea City,Stoke City,1,2,A,2017-2018
Tottenham Hotspur,Leicester City,5,4,H,2017-2018
West Ham United,Everton,3,1,H,2017-2018
Manchester United,Leicester City  ,2,1,H,2018-2019
AFC Bournemouth,Cardiff City  ,2,0,H,2018-2019
Fulham ,Crystal Palace  ,0,2,A,2018-2019
Huddersfield Town AFC ,Chelsea  ,0,3,A,2018-2019
Newcastle United ,Tottenham Hotspur  ,1,2,A,2018-2019
Watford,Brighton and Hove Albion  ,2,0,H,2018-2019
Wolverhampton Wanderers,Everton   ,2,2,D,2018-2019
Arsenal ,Manchester City  ,0,2,A,2018-2019
Liverpool,West Ham United  ,4,0,H,2018-2019
Southampton,Burnley  ,0,0,D,2018-2019
Cardiff City,Newcastle United  ,0,0,D,2018-2019
Chelsea ,Arsenal  ,3,2,H,2018-2019
Everton ,Southampton  ,2,1,H,2018-2019
Leicester City,Wolverhampton Wanderers  ,2,0,H,2018-2019
Tottenham Hotspur,Fulham  ,3,1,H,2018-2019
West Ham United,AFC Bournemouth  ,1,2,A,2018-2019
Brighton and Hove Albion ,Manchester United  ,3,2,H,2018-2019
Burnley,Watford  ,1,3,A,2018-2019
Manchester City,Huddersfield Town AFC  ,6,1,H,2018-2019
Crystal Palace,Liverpool  ,0,2,A,2018-2019
Arsenal,West Ham United  ,3,1,H,2018-2019
AFC Bournemouth,Everton   ,2,2,D,2018-2019
Huddersfield Town AFC,Cardiff City  ,0,0,D,2018-2019
Liverpool,Brighton and Hove Albion  ,1,0,H,2018-2019
Southampton,Leicester City  ,1,2,A,2018-2019
Wolverhampton Wanderers,Manchester City  ,1,1,D,2018-2019
Fulham,Burnley  ,4,2,H,2018-2019
Newcastle United ,Chelsea  ,1,2,A,2018-2019
Watford,Crystal Palace  ,2,1,H,2018-2019
Manchester United,Tottenham Hotspur  ,0,3,A,2018-2019
Brighton and Hove Albion,Fulham  ,2,2,D,2018-2019
Chelsea,AFC Bournemouth  ,2,0,H,2018-2019
Crystal Palace,Southampton  ,0,2,A,2018-2019
Everton ,Huddersfield Town AFC  ,1,1,D,2018-2019
Leicester City ,Liverpool  ,1,2,A,2018-2019
Manchester City ,Newcastle United  ,2,1,H,2018-2019
West Ham United ,Wolverhampton Wanderers  ,0,1,A,2018-2019
Burnley ,Manchester United  ,0,2,A,2018-2019
Cardiff City ,Arsenal  ,2,3,A,2018-2019
Watford ,Tottenham Hotspur  ,2,1,H,2018-2019
AFC Bournemouth,Leicester City  ,4,2,H,2018-2019
Chelsea ,Cardiff City  ,4,1,H,2018-2019
Huddersfield Town AFC,Crystal Palace  ,0,1,A,2018-2019
Manchester City,Fulham  ,3,0,H,2018-2019
Newcastle United ,Arsenal  ,1,2,A,2018-2019
Tottenham Hotspur,Liverpool  ,1,2,A,2018-2019
Watford,Manchester United  ,1,2,A,2018-2019
Everton,West Ham United  ,1,3,A,2018-2019
Wolverhampton Wanderers,Burnley  ,1,0,H,2018-2019
Southampton,Brighton and Hove Albion  ,2,2,D,2018-2019
Brighton and Hove Albion,Tottenham Hotspur  ,1,2,A,2018-2019
Burnley ,AFC Bournemouth  ,4,0,H,2018-2019
Cardiff City ,Manchester City  ,0,5,A,2018-2019
Crystal Palace ,Newcastle United  ,0,0,D,2018-2019
Fulham,Watford  ,1,1,D,2018-2019
Leicester City,Huddersfield Town AFC  ,3,1,H,2018-2019
Liverpool,Southampton  ,3,0,H,2018-2019
Manchester United,Wolverhampton Wanderers  ,1,1,D,2018-2019
Arsenal,Everton   ,2,0,H,2018-2019
West Ham United,Chelsea  ,0,0,D,2018-2019
Arsenal,Watford  ,2,0,H,2018-2019
Chelsea,Liverpool  ,1,1,D,2018-2019
Everton,Fulham  ,3,0,H,2018-2019
Huddersfield Town AFC,Tottenham Hotspur  ,0,2,A,2018-2019
Manchester City,Brighton and Hove Albion  ,2,0,H,2018-2019
Newcastle United ,Leicester City  ,0,2,A,2018-2019
West Ham United,Manchester United  ,3,1,H,2018-2019
Wolverhampton Wanderers ,Southampton  ,2,0,H,2018-2019
Cardiff City ,Burnley  ,1,2,A,2018-2019
AFC Bournemouth ,Crystal Palace  ,2,1,H,2018-2019
Brighton and Hove Albion,West Ham United  ,1,0,H,2018-2019
Burnley,Huddersfield Town AFC  ,1,1,D,2018-2019
Crystal Palace,Wolverhampton Wanderers  ,0,1,A,2018-2019
Leicester City ,Everton   ,1,2,A,2018-2019
Manchester United ,Newcastle United  ,3,2,H,2018-2019
Tottenham Hotspur ,Cardiff City  ,1,0,H,2018-2019
Watford ,AFC Bournemouth  ,0,4,A,2018-2019
Fulham ,Arsenal  ,1,5,A,2018-2019
Liverpool ,Manchester City  ,0,0,D,2018-2019
Southampton ,Chelsea  ,0,3,A,2018-2019
AFC Bournemouth   ,Southampton  ,0,0,D,2018-2019
Cardiff City   ,Fulham  ,4,2,H,2018-2019
Chelsea   ,Manchester United  ,2,2,D,2018-2019
Huddersfield Town AFC   ,Liverpool  ,0,1,A,2018-2019
Manchester City   ,Burnley  ,5,0,H,2018-2019
Newcastle United   ,Brighton and Hove Albion  ,0,1,A,2018-2019
West Ham United   ,Tottenham Hotspur  ,0,1,A,2018-2019
Wolverhampton Wanderers   ,Watford  ,0,2,A,2018-2019
Everton    ,Crystal Palace  ,2,0,H,2018-2019
Arsenal   ,Leicester City  ,3,1,H,2018-2019
Brighton and Hove Albion   ,Wolverhampton Wanderers  ,1,0,H,2018-2019
Fulham   ,AFC Bournemouth  ,0,3,A,2018-2019
Leicester City   ,West Ham United  ,1,1,D,2018-2019
Liverpool   ,Cardiff City  ,4,1,H,2018-2019
Southampton   ,Newcastle United  ,0,0,D,2018-2019
Watford   ,Huddersfield Town AFC  ,3,0,H,2018-2019
Burnley   ,Chelsea  ,0,4,A,2018-2019
Crystal Palace   ,Arsenal  ,2,2,D,2018-2019
Manchester United   ,Everton   ,2,1,H,2018-2019
Tottenham Hotspur   ,Manchester City  ,0,1,A,2018-2019
Arsenal   ,Liverpool  ,1,1,D,2018-2019
AFC Bournemouth   ,Manchester United  ,1,2,A,2018-2019
Cardiff City   ,Leicester City  ,0,1,A,2018-2019
Everton    ,Brighton and Hove Albion  ,3,1,H,2018-2019
Newcastle United   ,Watford  ,1,0,H,2018-2019
West Ham United   ,Burnley  ,4,2,H,2018-2019
Wolverhampton Wanderers   ,Tottenham Hotspur  ,2,3,A,2018-2019
Chelsea   ,Crystal Palace  ,3,1,H,2018-2019
Manchester City   ,Southampton  ,6,1,H,2018-2019
Huddersfield Town AFC   ,Fulham  ,1,0,H,2018-2019
Cardiff City   ,Brighton and Hove Albion  ,2,1,H,2018-2019
Crystal Palace   ,Tottenham Hotspur  ,0,1,A,2018-2019
Huddersfield Town AFC   ,West Ham United  ,1,1,D,2018-2019
Leicester City   ,Burnley  ,0,0,D,2018-2019
Newcastle United   ,AFC Bournemouth  ,2,1,H,2018-2019
Southampton   ,Watford  ,1,1,D,2018-2019
Arsenal   ,Wolverhampton Wanderers  ,1,1,D,2018-2019
Chelsea   ,Everton   ,0,0,D,2018-2019
Liverpool   ,Fulham  ,2,0,H,2018-2019
Manchester City   ,Manchester United  ,3,1,H,2018-2019
Brighton and Hove Albion   ,Leicester City  ,1,1,D,2018-2019
Everton    ,Cardiff City  ,1,0,H,2018-2019
Fulham   ,Southampton  ,3,2,H,2018-2019
Manchester United   ,Crystal Palace  ,0,0,D,2018-2019
Tottenham Hotspur   ,Chelsea  ,3,1,H,2018-2019
Watford   ,Liverpool  ,0,3,A,2018-2019
West Ham United   ,Manchester City  ,0,4,A,2018-2019
AFC Bournemouth   ,Arsenal  ,1,2,A,2018-2019
Wolverhampton Wanderers   ,Huddersfield Town AFC  ,0,2,A,2018-2019
Burnley   ,Newcastle United  ,1,2,A,2018-2019
Cardiff City   ,Wolverhampton Wanderers  ,2,1,H,2018-2019
Crystal Palace   ,Burnley  ,2,0,H,2018-2019
Huddersfield Town AFC   ,Brighton and Hove Albion  ,1,2,A,2018-2019
Leicester City   ,Watford  ,2,0,H,2018-2019
Manchester City   ,AFC Bournemouth  ,3,1,H,2018-2019
Newcastle United   ,West Ham United  ,0,3,A,2018-2019
Southampton   ,Manchester United  ,2,2,D,2018-2019
Arsenal   ,Tottenham Hotspur  ,4,2,H,2018-2019
Chelsea   ,Fulham  ,2,0,H,2018-2019
Liverpool   ,Everton   ,1,0,H,2018-2019
AFC Bournemouth   ,Huddersfield Town AFC  ,2,1,H,2018-2019
Brighton and Hove Albion   ,Crystal Palace  ,3,1,H,2018-2019
Watford   ,Manchester City  ,1,2,A,2018-2019
West Ham United   ,Cardiff City  ,3,1,H,2018-2019
Burnley   ,Liverpool  ,1,3,A,2018-2019
Everton    ,Newcastle United  ,1,1,D,2018-2019
Fulham   ,Leicester City  ,1,1,D,2018-2019
Manchester United   ,Arsenal  ,2,2,D,2018-2019
Tottenham Hotspur   ,Southampton  ,3,1,H,2018-2019
Wolverhampton Wanderers   ,Chelsea  ,2,1,H,2018-2019
Arsenal   ,Huddersfield Town AFC  ,1,0,H,2018-2019
AFC Bournemouth   ,Liverpool  ,0,4,A,2018-2019
Burnley   ,Brighton and Hove Albion  ,1,0,H,2018-2019
Cardiff City   ,Southampton  ,1,0,H,2018-2019
Chelsea   ,Manchester City  ,2,0,H,2018-2019
Leicester City   ,Tottenham Hotspur  ,0,2,A,2018-2019
Manchester United   ,Fulham  ,4,1,H,2018-2019
West Ham United   ,Crystal Palace  ,3,2,H,2018-2019
Newcastle United   ,Wolverhampton Wanderers  ,1,2,A,2018-2019
Everton    ,Watford  ,2,2,D,2018-2019
Crystal Palace   ,Leicester City  ,1,0,H,2018-2019
Fulham   ,West Ham United  ,0,2,A,2018-2019
Huddersfield Town AFC   ,Newcastle United  ,0,1,A,2018-2019
Manchester City   ,Everton   ,3,1,H,2018-2019
Tottenham Hotspur   ,Burnley  ,1,0,H,2018-2019
Watford   ,Cardiff City  ,3,2,H,2018-2019
Wolverhampton Wanderers   ,AFC Bournemouth  ,2,0,H,2018-2019
Brighton and Hove Albion   ,Chelsea  ,1,2,A,2018-2019
Liverpool   ,Manchester United  ,3,1,H,2018-2019
Southampton   ,Arsenal  ,3,2,H,2018-2019
Wolverhampton Wanderers   ,Liverpool  ,0,2,A,2018-2019
Arsenal   ,Burnley  ,3,1,H,2018-2019
AFC Bournemouth   ,Brighton and Hove Albion  ,2,0,H,2018-2019
Cardiff City   ,Manchester United  ,1,5,A,2018-2019
Chelsea   ,Leicester City  ,0,1,A,2018-2019
Huddersfield Town AFC   ,Southampton  ,1,3,A,2018-2019
Manchester City   ,Crystal Palace  ,2,3,A,2018-2019
Newcastle United   ,Fulham  ,0,0,D,2018-2019
West Ham United   ,Watford  ,0,2,A,2018-2019
Everton    ,Tottenham Hotspur  ,2,6,A,2018-2019
Brighton and Hove Albion   ,Arsenal  ,1,1,D,2018-2019
Burnley   ,Everton   ,1,5,A,2018-2019
Crystal Palace   ,Cardiff City  ,0,0,D,2018-2019
Fulham   ,Wolverhampton Wanderers  ,1,1,D,2018-2019
Leicester City   ,Manchester City  ,2,1,H,2018-2019
Liverpool   ,Newcastle United  ,4,0,H,2018-2019
Manchester United   ,Huddersfield Town AFC  ,3,1,H,2018-2019
Tottenham Hotspur   ,AFC Bournemouth  ,5,0,H,2018-2019
Watford   ,Chelsea  ,1,2,A,2018-2019
Southampton   ,West Ham United  ,1,2,A,2018-2019
Brighton and Hove Albion   ,Everton   ,1,0,H,2018-2019
Fulham   ,Huddersfield Town AFC  ,1,0,H,2018-2019
Leicester City   ,Cardiff City  ,0,1,A,2018-2019
Liverpool   ,Arsenal  ,5,1,H,2018-2019
Tottenham Hotspur   ,Wolverhampton Wanderers  ,1,3,A,2018-2019
Watford   ,Newcastle United  ,1,1,D,2018-2019
